"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Date (Local)","Year","Day In Year (Local)","Units of Measure","Exceptional Data Type","Nonreg Observation Count","Observation Count","Observation Percent","Nonreg Arithmetic Mean","Arithmetic Mean","Nonreg First Maximum Value","First Maximum Value","First Maximum Hour","AQI","Daily Criteria Indicator","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"06","037","1103","68101","1","34.06659","-118.22688","WGS84","Sample Flow Rate- CV","24 HOUR","","2023-07-09","2023","190","Percent","None","","1","100.0000","","0.1","","0.1","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","63301","1","34.06659","-118.22688","WGS84","Solar radiation","1 HOUR","","2023-07-09","2023","190","Langleys/minute","None","","24","100.0000","","0.441667","","1.41","12",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","63302","1","34.06659","-118.22688","WGS84","Ultraviolet radiation","1 HOUR","","2023-07-09","2023","190","Langleys/minute","None","","24","100.0000","","0.023333","","0.08","11",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68109","1","34.06659","-118.22688","WGS84","Elapsed Sample Time","24 HOUR","","2023-07-09","2023","190","Minutes","None","","1","100.0000","","1439","","1439","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61104","1","34.06659","-118.22688","WGS84","Wind Direction - Resultant","1 HOUR","","2023-07-09","2023","190","Degrees Compass","None","","24","100.0000","","180.333333","","259","19",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68107","1","34.06659","-118.22688","WGS84","Sample Max Baro Pressure","24 HOUR","","2023-07-09","2023","190","Millimeters (mercury)","None","","1","100.0000","","752","","752","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68106","1","34.06659","-118.22688","WGS84","Sample Min Baro Pressure","24 HOUR","","2023-07-09","2023","190","Millimeters (mercury)","None","","1","100.0000","","749","","749","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61102","1","34.06659","-118.22688","WGS84","Wind Direction - Scalar","1 HOUR","","2023-07-09","2023","190","Degrees Compass","None","","24","100.0000","","182.75","","260","19",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61103","1","34.06659","-118.22688","WGS84","Wind Speed - Resultant","1 HOUR","","2023-07-09","2023","190","Knots","None","","24","100.0000","","3.208333","","7.3","17",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42603","1","34.06659","-118.22688","WGS84","Oxides of nitrogen (NOx)","1 HOUR","","2023-07-09","2023","190","Parts per billion","None","","24","100.0000","","9.116667","","18.7","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","62101","1","34.06659","-118.22688","WGS84","Outdoor Temperature","1 HOUR","","2023-07-09","2023","190","Degrees Fahrenheit","None","","24","100.0000","","67.916667","","77","12",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","62201","1","34.06659","-118.22688","WGS84","Relative Humidity","1 HOUR","","2023-07-09","2023","190","Percent relative humidity","None","","24","100.0000","","72.083333","","87","3",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42601","1","34.06659","-118.22688","WGS84","Nitric oxide (NO)","1 HOUR","","2023-07-09","2023","190","Parts per billion","None","","24","100.0000","","0.675","","3.3","8",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68103","1","34.06659","-118.22688","WGS84","Ambient Min Temperature","24 HOUR","","2023-07-09","2023","190","Degrees Centigrade","None","","1","100.0000","","17.1","","17.1","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68104","1","34.06659","-118.22688","WGS84","Ambient Max Temperature","24 HOUR","","2023-07-09","2023","190","Degrees Centigrade","None","","1","100.0000","","27.6","","27.6","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68105","1","34.06659","-118.22688","WGS84","Average Ambient Temperature","24 HOUR","","2023-07-09","2023","190","Degrees Centigrade","None","","1","100.0000","","20.7","","20.7","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","10","34.06659","-118.22688","WGS84","Sulfur dioxide","5 MINUTE","","2023-07-10","2023","191","Parts per billion","None","","258","90.0000","","0.293023","","0.7","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42601","9","34.06659","-118.22688","WGS84","Nitric oxide (NO)","1 HOUR","","2023-07-10","2023","191","Parts per billion","None","","24","100.0000","","7.420833","","46.2","4",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","3","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","2023-07-10","2023","191","Parts per billion","None","","24","100.0000","","13.695833","","22.3","10","21","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","3","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour 2010","2023-07-10","2023","191","Parts per billion","None","","24","100.0000","","13.695833","","22.3","10","21","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","9","34.06659","-118.22688","WGS84","Carbon monoxide","1 HOUR","CO 1-hour 1971","2023-07-10","2023","191","Parts per million","None","","24","100.0000","","0.338875","","0.523","3",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","9","34.06659","-118.22688","WGS84","Carbon monoxide","8-HR RUN AVG END HOUR","CO 8-hour 1971","2023-07-10","2023","191","Parts per million","None","","24","100.0000","","0.325","","0.4","6","5","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","1 HOUR","","2023-07-10","2023","191","Micrograms/cubic meter (LC)","None","","24","100.0000","","15.266667","","20.7","11",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 24-hour 2012","2023-07-10","2023","191","Micrograms/cubic meter (LC)","None","","1","100.0000","","15.2","","15.2","0","58","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 Annual 2012","2023-07-10","2023","191","Micrograms/cubic meter (LC)","None","","1","100.0000","","15.2","","15.2","0","58","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42600","9","34.06659","-118.22688","WGS84","Reactive oxides of nitrogen (NOy)","1 HOUR","","2023-07-10","2023","191","Parts per billion","None","","24","100.0000","","19.8125","","55.3","4",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42612","9","34.06659","-118.22688","WGS84","NOy - NO","1 HOUR","","2023-07-10","2023","191","Parts per billion","None","","24","100.0000","","12.3375","","22.6","10",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","81102","3","34.06659","-118.22688","WGS84","PM10 Total 0-10um STP","1 HOUR","","2023-07-10","2023","191","Micrograms/cubic meter (25 C)","None","","24","100.0000","","31.375","","51","13",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","81102","3","34.06659","-118.22688","WGS84","PM10 Total 0-10um STP","24-HR BLK AVG","PM10 24-hour 2006","2023-07-10","2023","191","Micrograms/cubic meter (25 C)","None","","1","100.0000","","31","","31","23","29","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","9","34.06659","-118.22688","WGS84","Sulfur dioxide","1 HOUR","SO2 1-hour 2010","2023-07-10","2023","191","Parts per billion","None","","24","100.0000","","0.2875","","0.6","7","0","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","9","34.06659","-118.22688","WGS84","Sulfur dioxide","3-HR BLK AVG","SO2 3-hour 1971","2023-07-10","2023","191","Parts per billion","None","","8","100.0000","","0.2625","","0.5","8",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","44201","1","34.06659","-118.22688","WGS84","Ozone","1 HOUR","Ozone 1-hour 1979","2023-07-10","2023","191","Parts per million","None","","24","100.0000","","0.03","","0.064","11",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","44201","1","34.06659","-118.22688","WGS84","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","2023-07-10","2023","191","Parts per million","None","","17","100.0000","","0.034059","","0.059","11","64","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","1","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","2023-07-10","2023","191","Parts per billion","None","","24","100.0000","","15.466667","","24.3","10","23","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","1","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour 2010","2023-07-10","2023","191","Parts per billion","None","","24","100.0000","","15.466667","","24.3","10","23","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","1","34.06659","-118.22688","WGS84","Carbon monoxide","1 HOUR","CO 1-hour 1971","2023-07-10","2023","191","Parts per million","None","","24","100.0000","","0.329167","","0.5","3",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","1","34.06659","-118.22688","WGS84","Carbon monoxide","8-HR RUN AVG END HOUR","CO 8-hour 1971","2023-07-10","2023","191","Parts per million","None","","24","100.0000","","0.320833","","0.4","6","5","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68102","1","34.06659","-118.22688","WGS84","Sample Volume","24 HOUR","","2023-07-10","2023","191","Cubic meter","None","","1","100.0000","","24","","24","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68108","1","34.06659","-118.22688","WGS84","Average Ambient Pressure","24 HOUR","","2023-07-10","2023","191","Millimeters (mercury)","None","","1","100.0000","","751","","751","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","1","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2023-07-10","2023","191","Micrograms/cubic meter (LC)","None","","1","100.0000","","12.2","","12.2","0","51","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","1","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 Annual 2012","2023-07-10","2023","191","Micrograms/cubic meter (LC)","None","","1","100.0000","","12.2","","12.2","0","51","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","64101","1","34.06659","-118.22688","WGS84","Barometric pressure","1 HOUR","","2023-07-10","2023","191","Millibars","None","","24","100.0000","","1002.291667","","1004","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61101","1","34.06659","-118.22688","WGS84","Wind Speed - Scalar","1 HOUR","","2023-07-10","2023","191","Knots","None","","24","100.0000","","3.5625","","8.4","13",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68101","1","34.06659","-118.22688","WGS84","Sample Flow Rate- CV","24 HOUR","","2023-07-10","2023","191","Percent","None","","1","100.0000","","0.1","","0.1","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","63301","1","34.06659","-118.22688","WGS84","Solar radiation","1 HOUR","","2023-07-10","2023","191","Langleys/minute","None","","24","100.0000","","0.502083","","1.44","12",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","63302","1","34.06659","-118.22688","WGS84","Ultraviolet radiation","1 HOUR","","2023-07-10","2023","191","Langleys/minute","None","","24","100.0000","","0.025","","0.08","11",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68109","1","34.06659","-118.22688","WGS84","Elapsed Sample Time","24 HOUR","","2023-07-10","2023","191","Minutes","None","","1","100.0000","","1439","","1439","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61104","1","34.06659","-118.22688","WGS84","Wind Direction - Resultant","1 HOUR","","2023-07-10","2023","191","Degrees Compass","None","","24","100.0000","","218.875","","357","4",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68107","1","34.06659","-118.22688","WGS84","Sample Max Baro Pressure","24 HOUR","","2023-07-10","2023","191","Millimeters (mercury)","None","","1","100.0000","","752","","752","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68106","1","34.06659","-118.22688","WGS84","Sample Min Baro Pressure","24 HOUR","","2023-07-10","2023","191","Millimeters (mercury)","None","","1","100.0000","","749","","749","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61102","1","34.06659","-118.22688","WGS84","Wind Direction - Scalar","1 HOUR","","2023-07-10","2023","191","Degrees Compass","None","","24","100.0000","","215.083333","","352","4",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61103","1","34.06659","-118.22688","WGS84","Wind Speed - Resultant","1 HOUR","","2023-07-10","2023","191","Knots","None","","24","100.0000","","3.304167","","8.3","13",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42603","1","34.06659","-118.22688","WGS84","Oxides of nitrogen (NOx)","1 HOUR","","2023-07-10","2023","191","Parts per billion","None","","24","100.0000","","22.770833","","59.9","4",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","62101","1","34.06659","-118.22688","WGS84","Outdoor Temperature","1 HOUR","","2023-07-10","2023","191","Degrees Fahrenheit","None","","24","100.0000","","71.125","","83","11",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","62201","1","34.06659","-118.22688","WGS84","Relative Humidity","1 HOUR","","2023-07-10","2023","191","Percent relative humidity","None","","24","100.0000","","64.708333","","85","3",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42601","1","34.06659","-118.22688","WGS84","Nitric oxide (NO)","1 HOUR","","2023-07-10","2023","191","Parts per billion","None","","24","100.0000","","7.333333","","38.2","4",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68103","1","34.06659","-118.22688","WGS84","Ambient Min Temperature","24 HOUR","","2023-07-10","2023","191","Degrees Centigrade","None","","1","100.0000","","15.7","","15.7","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68104","1","34.06659","-118.22688","WGS84","Ambient Max Temperature","24 HOUR","","2023-07-10","2023","191","Degrees Centigrade","None","","1","100.0000","","31.4","","31.4","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68105","1","34.06659","-118.22688","WGS84","Average Ambient Temperature","24 HOUR","","2023-07-10","2023","191","Degrees Centigrade","None","","1","100.0000","","22.4","","22.4","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","81102","2","34.06659","-118.22688","WGS84","PM10 Total 0-10um STP","24 HOUR","PM10 24-hour 2006","2023-07-11","2023","192","Micrograms/cubic meter (25 C)","None","","1","100.0000","","24","","24","0","22","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","12168","7","34.06659","-118.22688","WGS84","Strontium (TSP) STP","24 HOUR","","2023-07-11","2023","192","Micrograms/cubic meter (25 C)","None","","1","100.0000","","0.0133","","0.0133","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","64101","1","34.06659","-118.22688","WGS84","Barometric pressure","1 HOUR","","2023-07-11","2023","192","Millibars","None","","24","100.0000","","1004","","1005","7",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61101","1","34.06659","-118.22688","WGS84","Wind Speed - Scalar","1 HOUR","","2023-07-11","2023","192","Knots","None","","24","100.0000","","3.495833","","7.4","15",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68101","1","34.06659","-118.22688","WGS84","Sample Flow Rate- CV","24 HOUR","","2023-07-11","2023","192","Percent","None","","1","100.0000","","0.1","","0.1","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","63301","1","34.06659","-118.22688","WGS84","Solar radiation","1 HOUR","","2023-07-11","2023","192","Langleys/minute","None","","24","100.0000","","0.4875","","1.4","12",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","63302","1","34.06659","-118.22688","WGS84","Ultraviolet radiation","1 HOUR","","2023-07-11","2023","192","Langleys/minute","None","","24","100.0000","","0.025","","0.08","11",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","12132","7","34.06659","-118.22688","WGS84","Manganese (TSP) STP","24 HOUR","","2023-07-11","2023","192","Micrograms/cubic meter (25 C)","None","","1","100.0000","","0.0194","","0.0194","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","12164","7","34.06659","-118.22688","WGS84","Vanadium (TSP) STP","24 HOUR","","2023-07-11","2023","192","Micrograms/cubic meter (25 C)","None","","1","100.0000","","0.00104","","0.00104","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","12167","7","34.06659","-118.22688","WGS84","Zinc (TSP) STP","24 HOUR","","2023-07-11","2023","192","Micrograms/cubic meter (25 C)","None","","1","100.0000","","0.072","","0.072","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","12136","7","34.06659","-118.22688","WGS84","Nickel (TSP) STP","24 HOUR","","2023-07-11","2023","192","Micrograms/cubic meter (25 C)","None","","1","100.0000","","0.00238","","0.00238","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","12154","7","34.06659","-118.22688","WGS84","Selenium (TSP) STP","24 HOUR","","2023-07-11","2023","192","Micrograms/cubic meter (25 C)","None","","1","100.0000","","0.00404","","0.00404","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","12160","7","34.06659","-118.22688","WGS84","Tin (TSP) STP","24 HOUR","","2023-07-11","2023","192","Micrograms/cubic meter (25 C)","None","","1","100.0000","","0.007","","0.007","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","12161","7","34.06659","-118.22688","WGS84","Titanium (TSP) STP","24 HOUR","","2023-07-11","2023","192","Micrograms/cubic meter (25 C)","None","","1","100.0000","","0.054","","0.054","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","12112","7","34.06659","-118.22688","WGS84","Chromium (TSP) STP","24 HOUR","","2023-07-11","2023","192","Micrograms/cubic meter (25 C)","None","","1","100.0000","","0.00425","","0.00425","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","12126","7","34.06659","-118.22688","WGS84","Iron (TSP) STP","24 HOUR","","2023-07-11","2023","192","Micrograms/cubic meter (25 C)","None","","1","100.0000","","1.44","","1.44","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
