"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Date (Local)","Year","Day In Year (Local)","Units of Measure","Exceptional Data Type","Nonreg Observation Count","Observation Count","Observation Percent","Nonreg Arithmetic Mean","Arithmetic Mean","Nonreg First Maximum Value","First Maximum Value","First Maximum Hour","AQI","Daily Criteria Indicator","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"06","037","1103","68103","1","34.06659","-118.22688","WGS84","Ambient Min Temperature","24 HOUR","","2023-01-01","2023","001","Degrees Centigrade","None","","1","100.0000","","10.1","","10.1","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","3","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour 2010","2023-01-01","2023","001","Parts per billion","None","","24","100.0000","","4.816667","","17.5","6","16","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","62201","1","34.06659","-118.22688","WGS84","Relative Humidity","1 HOUR","","2023-01-01","2023","001","Percent relative humidity","None","","24","100.0000","","69.916667","","100","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","62101","1","34.06659","-118.22688","WGS84","Outdoor Temperature","1 HOUR","","2023-01-01","2023","001","Degrees Fahrenheit","None","","24","100.0000","","55.291667","","60","12",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42603","1","34.06659","-118.22688","WGS84","Oxides of nitrogen (NOx)","1 HOUR","","2023-01-01","2023","001","Parts per billion","None","","24","100.0000","","5.366667","","26.6","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61102","1","34.06659","-118.22688","WGS84","Wind Direction - Scalar","1 HOUR","","2023-01-01","2023","001","Degrees Compass","None","","24","100.0000","","272.333333","","343","13",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68106","1","34.06659","-118.22688","WGS84","Sample Min Baro Pressure","24 HOUR","","2023-01-01","2023","001","Millimeters (mercury)","None","","1","100.0000","","745","","745","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61104","1","34.06659","-118.22688","WGS84","Wind Direction - Resultant","1 HOUR","","2023-01-01","2023","001","Degrees Compass","None","","24","100.0000","","271.083333","","334","23",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68107","1","34.06659","-118.22688","WGS84","Sample Max Baro Pressure","24 HOUR","","2023-01-01","2023","001","Millimeters (mercury)","None","","1","100.0000","","750","","750","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68109","1","34.06659","-118.22688","WGS84","Elapsed Sample Time","24 HOUR","","2023-01-01","2023","001","Minutes","None","","1","100.0000","","1439","","1439","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68105","1","34.06659","-118.22688","WGS84","Average Ambient Temperature","24 HOUR","","2023-01-01","2023","001","Degrees Centigrade","None","","1","100.0000","","13.2","","13.2","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68104","1","34.06659","-118.22688","WGS84","Ambient Max Temperature","24 HOUR","","2023-01-01","2023","001","Degrees Centigrade","None","","1","100.0000","","17.8","","17.8","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","63302","1","34.06659","-118.22688","WGS84","Ultraviolet radiation","1 HOUR","","2023-01-01","2023","001","Langleys/minute","None","","24","100.0000","","0.005833","","0.03","10",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","63301","1","34.06659","-118.22688","WGS84","Solar radiation","1 HOUR","","2023-01-01","2023","001","Langleys/minute","None","","24","100.0000","","0.10875","","0.44","9",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68101","1","34.06659","-118.22688","WGS84","Sample Flow Rate- CV","24 HOUR","","2023-01-01","2023","001","Percent","None","","1","100.0000","","0.1","","0.1","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61101","1","34.06659","-118.22688","WGS84","Wind Speed - Scalar","1 HOUR","","2023-01-01","2023","001","Knots","None","","24","100.0000","","5.479167","","11.7","1",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61103","1","34.06659","-118.22688","WGS84","Wind Speed - Resultant","1 HOUR","","2023-01-01","2023","001","Knots","None","","24","100.0000","","5.166667","","11.6","1",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68108","1","34.06659","-118.22688","WGS84","Average Ambient Pressure","24 HOUR","","2023-01-01","2023","001","Millimeters (mercury)","None","","1","100.0000","","747","","747","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68102","1","34.06659","-118.22688","WGS84","Sample Volume","24 HOUR","","2023-01-01","2023","001","Cubic meter","None","","1","100.0000","","24","","24","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","1","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour 2010","2023-01-01","2023","001","Parts per billion","None","","24","100.0000","","4.55","","18.7","6","17","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","44201","1","34.06659","-118.22688","WGS84","Ozone","1 HOUR","Ozone 1-hour 1979","2023-01-01","2023","001","Parts per million","None","","24","100.0000","","0.031708","","0.042","1",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","44201","1","34.06659","-118.22688","WGS84","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","2023-01-01","2023","001","Parts per million","None","","17","100.0000","","0.028412","","0.035","8","32","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","64101","1","34.06659","-118.22688","WGS84","Barometric pressure","1 HOUR","","2023-01-01","2023","001","Millibars","None","","24","100.0000","","997.291667","","1001","23",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","1","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2023-01-01","2023","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","3.6","","3.6","0","15","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","1","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 Annual 2012","2023-01-01","2023","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","3.6","","3.6","0","15","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","81102","3","34.06659","-118.22688","WGS84","PM10 Total 0-10um STP","1 HOUR","","2023-01-01","2023","001","Micrograms/cubic meter (25 C)","None","","24","100.0000","","9.291667","","16","13",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","81102","3","34.06659","-118.22688","WGS84","PM10 Total 0-10um STP","24-HR BLK AVG","PM10 24-hour 2006","2023-01-01","2023","001","Micrograms/cubic meter (25 C)","None","","1","100.0000","","9","","9","23","8","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","1","34.06659","-118.22688","WGS84","Carbon monoxide","1 HOUR","CO 1-hour 1971","2023-01-01","2023","001","Parts per million","None","","24","100.0000","","0.170833","","0.3","18",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","1","34.06659","-118.22688","WGS84","Carbon monoxide","8-HR RUN AVG END HOUR","CO 8-hour 1971","2023-01-01","2023","001","Parts per million","None","","19","79.0000","","0.2","","0.2","5","2","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","1","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","2023-01-01","2023","001","Parts per billion","None","","24","100.0000","","4.55","","18.7","6","17","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","1 HOUR","","2023-01-01","2023","001","Micrograms/cubic meter (LC)","None","","24","100.0000","","5.0875","","9.8","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 24-hour 2012","2023-01-01","2023","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","5","","5","0","21","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 Annual 2012","2023-01-01","2023","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","5","","5","0","21","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","9","34.06659","-118.22688","WGS84","Sulfur dioxide","1 HOUR","SO2 1-hour 2010","2023-01-01","2023","001","Parts per billion","None","","24","100.0000","","-0.158333","","-0.1","0","0","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","9","34.06659","-118.22688","WGS84","Sulfur dioxide","3-HR BLK AVG","SO2 3-hour 1971","2023-01-01","2023","001","Parts per billion","None","","8","100.0000","","-0.125","","-0.1","2",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42601","9","34.06659","-118.22688","WGS84","Nitric oxide (NO)","1 HOUR","","2023-01-01","2023","001","Parts per billion","None","","23","96.0000","","0.652174","","8.2","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42401","10","34.06659","-118.22688","WGS84","Sulfur dioxide","5 MINUTE","","2023-01-01","2023","001","Parts per billion","None","","258","90.0000","","-0.16124","","0","3",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42612","9","34.06659","-118.22688","WGS84","NOy - NO","1 HOUR","","2023-01-01","2023","001","Parts per billion","None","","23","96.0000","","4.004348","","14.5","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42600","9","34.06659","-118.22688","WGS84","Reactive oxides of nitrogen (NOy)","1 HOUR","","2023-01-01","2023","001","Parts per billion","None","","23","96.0000","","4.7","","22.7","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","9","34.06659","-118.22688","WGS84","Carbon monoxide","1 HOUR","CO 1-hour 1971","2023-01-01","2023","001","Parts per million","None","","24","100.0000","","0.17625","","0.281","18",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","9","34.06659","-118.22688","WGS84","Carbon monoxide","8-HR RUN AVG END HOUR","CO 8-hour 1971","2023-01-01","2023","001","Parts per million","None","","19","79.0000","","0.2","","0.2","5","2","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","3","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","2023-01-01","2023","001","Parts per billion","None","","24","100.0000","","4.816667","","17.5","6","16","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42601","1","34.06659","-118.22688","WGS84","Nitric oxide (NO)","1 HOUR","","2023-01-01","2023","001","Parts per billion","None","","24","100.0000","","0.8","","7.9","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68103","1","34.06659","-118.22688","WGS84","Ambient Min Temperature","24 HOUR","","2023-01-02","2023","002","Degrees Centigrade","None","","1","100.0000","","6.8","","6.8","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","3","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour 2010","2023-01-02","2023","002","Parts per billion","None","","24","100.0000","","14.720833","","21.6","21","20","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","62201","1","34.06659","-118.22688","WGS84","Relative Humidity","1 HOUR","","2023-01-02","2023","002","Percent relative humidity","None","","24","100.0000","","70","","88","5",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","62101","1","34.06659","-118.22688","WGS84","Outdoor Temperature","1 HOUR","","2023-01-02","2023","002","Degrees Fahrenheit","None","","24","100.0000","","51.375","","56","11",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42603","1","34.06659","-118.22688","WGS84","Oxides of nitrogen (NOx)","1 HOUR","","2023-01-02","2023","002","Parts per billion","None","","24","100.0000","","21.041667","","46.9","6",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61102","1","34.06659","-118.22688","WGS84","Wind Direction - Scalar","1 HOUR","","2023-01-02","2023","002","Degrees Compass","None","","24","100.0000","","116.708333","","358","18",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68106","1","34.06659","-118.22688","WGS84","Sample Min Baro Pressure","24 HOUR","","2023-01-02","2023","002","Millimeters (mercury)","None","","1","100.0000","","749","","749","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61104","1","34.06659","-118.22688","WGS84","Wind Direction - Resultant","1 HOUR","","2023-01-02","2023","002","Degrees Compass","None","","24","100.0000","","102.541667","","352","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68107","1","34.06659","-118.22688","WGS84","Sample Max Baro Pressure","24 HOUR","","2023-01-02","2023","002","Millimeters (mercury)","None","","1","100.0000","","754","","754","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68109","1","34.06659","-118.22688","WGS84","Elapsed Sample Time","24 HOUR","","2023-01-02","2023","002","Minutes","None","","1","100.0000","","1439","","1439","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68105","1","34.06659","-118.22688","WGS84","Average Ambient Temperature","24 HOUR","","2023-01-02","2023","002","Degrees Centigrade","None","","1","100.0000","","11","","11","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68104","1","34.06659","-118.22688","WGS84","Ambient Max Temperature","24 HOUR","","2023-01-02","2023","002","Degrees Centigrade","None","","1","100.0000","","14.9","","14.9","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","63302","1","34.06659","-118.22688","WGS84","Ultraviolet radiation","1 HOUR","","2023-01-02","2023","002","Langleys/minute","None","","24","100.0000","","0.004583","","0.03","11",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","63301","1","34.06659","-118.22688","WGS84","Solar radiation","1 HOUR","","2023-01-02","2023","002","Langleys/minute","None","","24","100.0000","","0.087083","","0.51","9",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68101","1","34.06659","-118.22688","WGS84","Sample Flow Rate- CV","24 HOUR","","2023-01-02","2023","002","Percent","None","","1","100.0000","","0.1","","0.1","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61101","1","34.06659","-118.22688","WGS84","Wind Speed - Scalar","1 HOUR","","2023-01-02","2023","002","Knots","None","","24","100.0000","","3.4875","","5.9","9",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","61103","1","34.06659","-118.22688","WGS84","Wind Speed - Resultant","1 HOUR","","2023-01-02","2023","002","Knots","None","","24","100.0000","","3.183333","","5.8","9",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68108","1","34.06659","-118.22688","WGS84","Average Ambient Pressure","24 HOUR","","2023-01-02","2023","002","Millimeters (mercury)","None","","1","100.0000","","752","","752","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","68102","1","34.06659","-118.22688","WGS84","Sample Volume","24 HOUR","","2023-01-02","2023","002","Cubic meter","None","","1","100.0000","","24","","24","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","1","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","2023-01-02","2023","002","Parts per billion","None","","24","100.0000","","15.416667","","22.2","21","21","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42602","1","34.06659","-118.22688","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour 2010","2023-01-02","2023","002","Parts per billion","None","","24","100.0000","","15.416667","","22.2","21","21","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","44201","1","34.06659","-118.22688","WGS84","Ozone","1 HOUR","Ozone 1-hour 1979","2023-01-02","2023","002","Parts per million","None","","24","100.0000","","0.015792","","0.028","0",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","44201","1","34.06659","-118.22688","WGS84","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","2023-01-02","2023","002","Parts per million","None","","17","100.0000","","0.019353","","0.027","23","25","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","64101","1","34.06659","-118.22688","WGS84","Barometric pressure","1 HOUR","","2023-01-02","2023","002","Millibars","None","","24","100.0000","","1004.458333","","1007","22",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","1","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2023-01-02","2023","002","Micrograms/cubic meter (LC)","None","","1","100.0000","","8.6","","8.6","0","36","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","1","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 Annual 2012","2023-01-02","2023","002","Micrograms/cubic meter (LC)","None","","1","100.0000","","8.6","","8.6","0","36","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","81102","3","34.06659","-118.22688","WGS84","PM10 Total 0-10um STP","1 HOUR","","2023-01-02","2023","002","Micrograms/cubic meter (25 C)","None","","24","100.0000","","14.166667","","22","14",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","81102","3","34.06659","-118.22688","WGS84","PM10 Total 0-10um STP","24-HR BLK AVG","PM10 24-hour 2006","2023-01-02","2023","002","Micrograms/cubic meter (25 C)","None","","1","100.0000","","14","","14","23","13","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","1","34.06659","-118.22688","WGS84","Carbon monoxide","1 HOUR","CO 1-hour 1971","2023-01-02","2023","002","Parts per million","None","","24","100.0000","","0.358333","","0.6","4",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","42101","1","34.06659","-118.22688","WGS84","Carbon monoxide","8-HR RUN AVG END HOUR","CO 8-hour 1971","2023-01-02","2023","002","Parts per million","None","","24","100.0000","","0.341667","","0.4","6","5","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","1 HOUR","","2023-01-02","2023","002","Micrograms/cubic meter (LC)","None","","24","100.0000","","9.1875","","12.7","13",".","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
"06","037","1103","88101","3","34.06659","-118.22688","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 24-hour 2012","2023-01-02","2023","002","Micrograms/cubic meter (LC)","None","","1","100.0000","","9.1","","9.1","0","38","Y","","California","Los Angeles","Los Angeles","Los Angeles-North Main Street","1630 N MAIN ST, LOS ANGELES","Los Angeles-Long Beach-Anaheim, CA","AQS Data Mart"
